,Time,Day_of_week,Age_band_of_driver,Driving_experience,Type_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour,TimeLine
12126,1900-01-01 15:30:00,Saturday,Unknown,2-5yr,Other, Outside rural areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Moving Backward,Not a Pedestrian,Changing lane to the left,Slight Injury,15,Afternoon
12127,1900-01-01 15:30:00,Saturday,18-30,5-10yr,Taxi,Residential areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Not a Pedestrian,No distancing,Slight Injury,15,Afternoon
12128,1900-01-01 09:47:00,Saturday,18-30,2-5yr,Automobile, Church areas,other,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Getting off,Not a Pedestrian,Driving carelessly,Slight Injury,9,Morning
12129,1900-01-01 09:47:00,Saturday,Over 51,2-5yr,Long lorry,Office areas,Undivided Two way,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury,9,Morning
12130,1900-01-01 09:47:00,Saturday,31-50,Above 10yr,Long lorry,Office areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,9,Morning
12131,1900-01-01 11:19:00,Monday,18-30,1-2yr,Lorry (41?100Q),Office areas,Two-way (divided with broken lines road marking),Escarpments,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Moving Backward,Not a Pedestrian,Moving Backward,Slight Injury,11,Morning
12132,1900-01-01 11:19:00,Monday,Over 51,1-2yr,Lorry (41?100Q),Other,Undivided Two way,Tangent road with mountainous terrain and,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,Not a Pedestrian,No distancing,Slight Injury,11,Morning
12133,1900-01-01 13:13:00,Friday,Unknown,No Licence,Lorry (11?40Q),Other,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,Not a Pedestrian,No distancing,Slight Injury,13,Afternoon
12134,1900-01-01 13:13:00,Friday,18-30,1-2yr,Automobile,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,Not a Pedestrian,No distancing,Slight Injury,13,Afternoon
12135,1900-01-01 15:55:00,Thursday,18-30,5-10yr,Taxi,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,15,Afternoon
12136,1900-01-01 15:55:00,Thursday,18-30,Above 10yr,Other,Other,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,15,Afternoon
12137,1900-01-01 15:55:00,Thursday,31-50,Above 10yr,Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Moving Backward,Not a Pedestrian,Moving Backward,Slight Injury,15,Afternoon
12138,1900-01-01 10:47:00,Thursday,31-50,5-10yr,Automobile,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,10,Morning
12139,1900-01-01 10:47:00,Thursday,31-50,2-5yr,Automobile,Other,Double carriageway (median),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,3,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury,10,Morning
12140,1900-01-01 15:00:00,Thursday,18-30,2-5yr,Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Not a Pedestrian,Moving Backward,Slight Injury,15,Afternoon
12141,1900-01-01 15:00:00,Thursday,18-30,Below 1yr,Public (> 45 seats), Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Not a Pedestrian,Driving carelessly,Slight Injury,15,Afternoon
12142,1900-01-01 18:40:00,Thursday,18-30,2-5yr,Lorry (11?40Q),Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,18,Evening
12143,1900-01-01 03:55:00,Monday,18-30,2-5yr,Lorry (41?100Q), Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,3,Night
12144,1900-01-01 03:55:00,Monday,18-30,5-10yr,Lorry (41?100Q),Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury,3,Night
12145,1900-01-01 03:55:00,Monday,18-30,Above 10yr,Stationwagen,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury,3,Night
12146,1900-01-01 17:45:00,Sunday,31-50,5-10yr,Other,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,17,Evening
12147,1900-01-01 17:45:00,Sunday,18-30,2-5yr,Automobile, Industrial areas,Unknown,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Moving Backward,Slight Injury,17,Evening
12148,1900-01-01 17:45:00,Sunday,18-30,5-10yr,Pick up upto 10Q, Industrial areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,17,Evening
12149,1900-01-01 17:45:00,Sunday,18-30,2-5yr,Motorcycle,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury,17,Evening
12150,1900-01-01 19:10:00,Friday,31-50,5-10yr,Automobile, Hospital areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,19,Evening
12151,1900-01-01 10:13:00,Thursday,31-50,1-2yr,Pick up upto 10Q,Office areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,10,Morning
12152,1900-01-01 10:13:00,Thursday,Over 51,2-5yr,Motorcycle, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Other,Not a Pedestrian,No priority to vehicle,Slight Injury,10,Morning
12153,1900-01-01 09:48:00,Friday,Under 18,Above 10yr,Stationwagen, Hospital areas,Undivided Two way,Tangent road with mountainous terrain and,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,9,Morning
12154,1900-01-01 09:48:00,Friday,18-30,Below 1yr,Lorry (41?100Q),Office areas,other,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Reversing,Not a Pedestrian,Moving Backward,Slight Injury,9,Morning
12155,1900-01-01 16:20:00,Monday,18-30,2-5yr,Taxi,Other,Two-way (divided with broken lines road marking),Escarpments,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Not a Pedestrian,No distancing,Slight Injury,16,Evening
12156,1900-01-01 16:20:00,Monday,18-30,Below 1yr,Automobile,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Slight Injury,16,Evening
12157,1900-01-01 19:40:00,Thursday,18-30,5-10yr,Long lorry,Office areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,19,Evening
12158,1900-01-01 16:53:00,Wednesday,18-30,1-2yr,Automobile,Other,Double carriageway (median),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Reversing,Not a Pedestrian,No distancing,Slight Injury,16,Evening
12159,1900-01-01 12:55:00,Wednesday,31-50,Below 1yr,Public (12 seats),Office areas,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,12,Afternoon
12160,1900-01-01 19:32:00,Friday,31-50,5-10yr,Lorry (11?40Q),Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,19,Evening
12161,1900-01-01 19:32:00,Friday,18-30,Below 1yr,Pick up upto 10Q,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Not a Pedestrian,Changing lane to the left,Slight Injury,19,Evening
12162,1900-01-01 17:35:00,Saturday,18-30,Below 1yr,Lorry (41?100Q),Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Not a Pedestrian,No distancing,Slight Injury,17,Evening
12163,1900-01-01 17:35:00,Saturday,Over 51,5-10yr,Other,Office areas,Undivided Two way,Tangent road with mountainous terrain and,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,Changing lane to the right,Serious Injury,17,Evening
12164,1900-01-01 17:35:00,Saturday,Over 51,2-5yr,Automobile,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No distancing,Slight Injury,17,Evening
12165,1900-01-01 18:40:00,Tuesday,18-30,Above 10yr,Long lorry,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Not a Pedestrian,Driving to the left,Slight Injury,18,Evening
12166,1900-01-01 18:40:00,Tuesday,18-30,Above 10yr,Lorry (11?40Q), Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Moving Backward,Not a Pedestrian,No distancing,Slight Injury,18,Evening
12167,1900-01-01 15:47:00,Thursday,31-50,5-10yr,Long lorry, Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Not a Pedestrian,Overtaking,Slight Injury,15,Afternoon
12168,1900-01-01 14:57:00,Sunday,Under 18,1-2yr,Automobile,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,2,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,14,Afternoon
12169,1900-01-01 17:25:00,Friday,31-50,Below 1yr,Taxi, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,1,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury,17,Evening
12170,1900-01-01 17:25:00,Friday,31-50,Below 1yr,Taxi,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Moving Backward,Slight Injury,17,Evening
12171,1900-01-01 17:25:00,Friday,31-50,2-5yr,Long lorry,Office areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Other,Not a Pedestrian,Changing lane to the right,Serious Injury,17,Evening
12172,1900-01-01 17:22:00,Sunday,Over 51,1-2yr,Lorry (11?40Q),Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Changing lane to the left,Serious Injury,17,Evening
12173,1900-01-01 17:22:00,Sunday,Under 18,5-10yr,Lorry (11?40Q),Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,17,Evening
12174,1900-01-01 16:05:00,Monday,18-30,2-5yr,Long lorry,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,16,Evening
12175,1900-01-01 16:05:00,Monday,31-50,5-10yr,Turbo,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",No priority to vehicle,Slight Injury,16,Evening
12176,1900-01-01 16:05:00,Monday,18-30,Above 10yr,Long lorry,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,No priority to vehicle,Slight Injury,16,Evening
12177,1900-01-01 09:00:00,Thursday,18-30,5-10yr,Long lorry,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Serious Injury,9,Morning
12178,1900-01-01 09:00:00,Thursday,18-30,5-10yr,Public (13?45 seats),Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Not a Pedestrian,Changing lane to the right,Serious Injury,9,Morning
12179,1900-01-01 08:55:00,Saturday,18-30,5-10yr,Automobile,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Other,Not a Pedestrian,Changing lane to the right,Serious Injury,8,Morning
12180,1900-01-01 10:44:00,Friday,31-50,Above 10yr,Automobile, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,Not a Pedestrian,Changing lane to the left,Serious Injury,10,Morning
12181,1900-01-01 16:18:00,Wednesday,18-30,1-2yr,Pick up upto 10Q, Church areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,16,Evening
12182,1900-01-01 17:21:00,Thursday,18-30,2-5yr,Automobile,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury,17,Evening
12183,1900-01-01 17:21:00,Thursday,31-50,1-2yr,Stationwagen,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Not a Pedestrian,Overtaking,Serious Injury,17,Evening
